Ticker,Industry
SCYX,Drug Manufacturers—Specialty & Generic
STHO,Real Estate Services
DHIL,Asset Management
ISDR,Software—Application
NREF,REIT—Mortgage
SAVE,Airlines
WDAY,Software—Application
GBLI,Insurance—Property & Casualty
NAUT,Biotechnology
BVS,Medical Devices
DKS,Specialty Retail
FE,Utilities—Regulated Electric
APO,Asset Management
CRC,Oil & Gas E&P
RVMD,Biotechnology
REPL,Biotechnology
IMAQ,Shell Companies
FLEX,Electronic Components
PTSI,Trucking
IIIN,Metal Fabrication
KRKR,Internet Content & Information
KOF,Beverages—Non-Alcoholic
CRWD,Software—Infrastructure
OPXS,Aerospace & Defense
NOAH,Asset Management
LBPH,Biotechnology
GRCL,Unknown
QUIK,Semiconductors
CGC,Drug Manufacturers—Specialty & Generic
ISPC,Diagnostics & Research
TGL,Software—Application
SYY,Food Distribution
TNDM,Medical Devices
MGA,Auto Parts
ENSG,Medical Care Facilities
ZVSA,Biotechnology
PINE,REIT—Retail
WTS,Specialty Industrial Machinery
BAX,Medical Instruments & Supplies
ALGN,Medical Devices
PSA,REIT—Industrial
GXAI,Electronic Gaming & Multimedia
URI,Rental & Leasing Services
XPL,Other Industrial Metals & Mining
RSSS,Software—Application
CACC,Credit Services
TGAA,Shell Companies
CRCT,Computer Hardware
AONC,Medical Care Facilities
KACL,Shell Companies
FBRT,REIT—Mortgage
CPAC,Building Materials
QTRX,Medical Devices
HDB,Banks—Regional
TD,Banks—Diversified
AMTB,Banks—Regional
BC,Recreational Vehicles
NNI,Credit Services
WTBA,Banks—Regional
ZNTL,Biotechnology
NKSH,Banks—Regional
KNSL,Insurance—Property & Casualty
EQX,Gold
CDW,Information Technology Services
ASST,Internet Content & Information
PUK,Insurance—Life
ULBI,Electrical Equipment & Parts
PDFS,Software—Application
BUSE,Banks—Regional
REE,Recreational Vehicles
KR,Grocery Stores
JCTCF,Lumber & Wood Production
ORCL,Software—Infrastructure
COHR,Scientific & Technical Instruments
SHFS,Banks—Regional
DARE,Biotechnology
ASXC,Medical Devices
TOST,Software—Infrastructure
CMP,Other Industrial Metals & Mining
WTO,Consumer Electronics
AISP,Software—Infrastructure
RUSHB,Auto & Truck Dealerships
HSIC,Medical Distribution
BIMI,Pharmaceutical Retailers
ASAI,Grocery Stores
SONM,Communication Equipment
RMR,Real Estate Services
SBCF,Banks—Regional
CAVA,Restaurants
ADMA,Biotechnology
UEIC,Consumer Electronics
PTON,Leisure
BIPC,Utilities—Regulated Gas
RMBL,Auto & Truck Dealerships
XFIN,Shell Companies
RGCO,Utilities—Regulated Gas
BENF,Asset Management
ONCO,Biotechnology
AVD,Agricultural Inputs
ACAH,Unknown
TX,Steel
ATAI,Biotechnology
COCP,Biotechnology
WAB,Railroads
AUDC,Communication Equipment
PVBC,Banks—Regional
PPL,Utilities—Regulated Electric
PCTY,Software—Application
GENE,Diagnostics & Research
HFFG,Food Distribution
TTI,Oil & Gas Equipment & Services
OTRK,Health Information Services
UAA,Apparel Manufacturing
FAZE,Unknown
GPN,Specialty Business Services
NI,Utilities—Regulated Gas
WAVE,Utilities—Renewable
UHAL.B,Unknown
FLR,Engineering & Construction
JBI,Building Products & Equipment
HUIZ,Insurance Brokers
LOVE,"Furnishings, Fixtures & Appliances"
OVID,Biotechnology
ABCB,Banks—Regional
BKYI,Security & Protection Services
WINT,Biotechnology
SNFCA,Mortgage Finance
TW,Capital Markets
CERE,Biotechnology
SCHL,Publishing
MOH,Healthcare Plans
COHU,Semiconductor Equipment & Materials
BOX,Software—Infrastructure
CMBM,Communication Equipment
DNMR,Specialty Chemicals
HNRA,Shell Companies
QBTS,Computer Hardware
VRNS,Software—Infrastructure
TRS,Packaging & Containers
WK,Software—Application
ING,Banks—Diversified
ASAN,Software—Application
PBLA,Biotechnology
XCUR,Biotechnology
SRTS,Medical Devices
MUFG,Banks—Diversified
CUK,Leisure
TRNR,Personal Services
WISA,Semiconductors
FCAP,Banks—Regional
NHC,Medical Care Facilities
WKSP,Auto Parts
NOV,Oil & Gas Equipment & Services
BMY,Drug Manufacturers—General
COTY,Household & Personal Products
IR,Specialty Industrial Machinery
PRGS,Software—Infrastructure
MT,Steel
SHYF,Farm & Heavy Construction Machinery
TPL,Oil & Gas E&P
NXT,Solar
ALGM,Semiconductors
ODD,Software—Infrastructure
RWT,REIT—Mortgage
CZNC,Banks—Regional
APYX,Medical Devices
LPTX,Biotechnology
WM,Waste Management
IZEA,Internet Content & Information
GAIA,Entertainment
JKHY,Information Technology Services
BALY,Resorts & Casinos
TPC,Engineering & Construction
DBVT,Biotechnology
GLNG,Oil & Gas Midstream
CAC,Banks—Regional
MSTR,Software—Application
ENV,Software—Application
KPLT,Software—Infrastructure
BROG,Oil & Gas Midstream
CTGO,Gold
XOM,Oil & Gas Integrated
MTCH,Internet Content & Information
AMST,Software—Application
REXR,REIT—Industrial
FSM,Gold
HEI,Aerospace & Defense
IRT,REIT—Residential
TGVC,Unknown
ELVA,Electrical Equipment & Parts
NGVT,Specialty Chemicals
PFSI,Mortgage Finance
ASCB,Shell Companies
CLSK,Capital Markets
GFS,Semiconductors
ADXN,Biotechnology
APM,Biotechnology
TMTC,Shell Companies
MO,Tobacco
BOWL,Leisure
AKO.B,Unknown
TMQ,Other Industrial Metals & Mining
AOGO,Shell Companies
OPRT,Credit Services
TRMK,Banks—Regional
MHK,"Furnishings, Fixtures & Appliances"
MTEM,Biotechnology
BXP,REIT—Office
KELYA,Staffing & Employment Services
LGVN,Biotechnology
IMMP,Biotechnology
EQH,Insurance—Diversified
CWBC,Banks—Regional
ASIX,Chemicals
UTSI,Communication Equipment
MAIN,Asset Management
DEO,Beverages—Wineries & Distilleries
INTS,Biotechnology
BCS,Banks—Diversified
MGM,Resorts & Casinos
SNCE,Unknown
RSI,Gambling
RIGL,Biotechnology
OLMA,Biotechnology
SKIL,Education & Training Services
ARM,Semiconductors
CFLT,Software—Infrastructure
MGLD,Asset Management
SNBR,"Furnishings, Fixtures & Appliances"
APLS,Biotechnology
CLVT,Information Technology Services
TWOA,Unknown
TELL,Oil & Gas E&P
PRCT,Medical Devices
KRUS,Restaurants
VSCO,Apparel Retail
PMVP,Biotechnology
CRNT,Communication Equipment
FAT,Restaurants
CHNR,Pollution & Treatment Controls
MDBH,Capital Markets
SVMH,Unknown
MARK,Software—Infrastructure
JVSA,Shell Companies
TWLO,Internet Content & Information
CTM,Information Technology Services
KEY,Banks—Regional
CFBK,Banks—Regional
VIGL,Biotechnology
TREE,Financial Conglomerates
UNP,Railroads
CBOE,Financial Data & Stock Exchanges
AGRI,Farm Products
LOGI,Computer Hardware
FTLF,Packaged Foods
FVRR,Internet Content & Information
AITR,Shell Companies
ORN,Engineering & Construction
MHH,Staffing & Employment Services
TBPH,Biotechnology
KLIC,Semiconductor Equipment & Materials
CMPO,Metal Fabrication
BAC,Banks—Diversified
OLP,REIT—Diversified
FREY,Electrical Equipment & Parts
NL,Security & Protection Services
ATNM,Biotechnology
REPX,Oil & Gas E&P
BEN,Asset Management
ARE,REIT—Office
ATEX,Telecom Services
SFE,Unknown
MGY,Oil & Gas E&P
CAPL,Oil & Gas Refining & Marketing
APLM,Biotechnology
MCBS,Banks—Regional
OCUP,Biotechnology
NTRB,Biotechnology
SCNI,Biotechnology
PFG,Asset Management
DNN,Uranium
UNB,Banks—Regional
RGLS,Biotechnology
ENZ,Diagnostics & Research
CHGG,Education & Training Services
SMTC,Semiconductors
SYT,Software—Application
SNY,Drug Manufacturers—General
FN,Electronic Components
QSI,Medical Devices
AUB,Banks—Regional
BRSH,Household & Personal Products
CISS,Marine Shipping
TLSA,Biotechnology
LNW,Gambling
VINO,Real Estate—Diversified
OLPX,Specialty Retail
KGEI,Oil & Gas E&P
ALVR,Biotechnology
UK,Real Estate Services
GP,Farm & Heavy Construction Machinery
MSDL,Unknown
DLHC,Specialty Business Services
AZTA,Medical Instruments & Supplies
SOVO,Unknown
CARS,Auto & Truck Dealerships
CPRI,Luxury Goods
AVIR,Biotechnology
KVYO,Software—Infrastructure
TBLT,Tools & Accessories
BIRK,Footwear & Accessories
TRIS,Shell Companies
DGICB,Insurance—Property & Casualty
MSA,Security & Protection Services
IVCA,Shell Companies
ATO,Utilities—Regulated Gas
KRC,REIT—Office
CNOB,Banks—Regional
ORC,REIT—Mortgage
TSBK,Banks—Regional
BEKE,Real Estate Services
CVRX,Medical Devices
EVA,Lumber & Wood Production
IVT,REIT—Retail
PAHC,Drug Manufacturers—Specialty & Generic
COLD,REIT—Industrial
INUV,Software—Application
GORV,Auto & Truck Dealerships
LEGH,Residential Construction
CNX,Oil & Gas E&P
SPFI,Banks—Regional
VCNX,Biotechnology
CNM,Industrial Distribution
NEO,Diagnostics & Research
WHR,"Furnishings, Fixtures & Appliances"
CAT,Farm & Heavy Construction Machinery
MLI,Metal Fabrication
ASLE,Airports & Air Services
BRTX,Biotechnology
LFMD,Health Information Services
GCMG,Asset Management
CTRN,Apparel Retail
SRAD,Software—Application
IMGN,Unknown
LASE,Specialty Industrial Machinery
WNEB,Banks—Regional
ABEO,Biotechnology
EXPO,Engineering & Construction
RHI,Staffing & Employment Services
LPLA,Capital Markets
CRBU,Biotechnology
ADIL,Biotechnology
BEPC,Utilities—Renewable
SCLX,Drug Manufacturers—General
PGEN,Biotechnology
EFXT,Oil & Gas Equipment & Services
TDC,Software—Infrastructure
SLCA,Oil & Gas Equipment & Services
NXRT,REIT—Residential
EJH,Personal Services
SSP,Broadcasting
NYC,Real Estate Services
STBA,Banks—Regional
OZ,Real Estate—Development
MNRO,Auto Parts
LAW,Software—Application
VAL,Oil & Gas Equipment & Services
